root_id,primary_type,additional_type(s)
720575940629860608,T5a,
720575940629860664,Tm9,
720575940629860683,FC3,
720575940629860815,LC15,
720575940629860858,T5a,
720575940629860907,Tm27,TmY18
720575940629860908,C2,
720575940629860919,PS221,
720575940629860967,T4d,
720575940629861163,CB0550,
720575940629861419,L2,
720575940629862010,Tm3,
720575940629862778,Dm8a,Dm8
720575940629862811,R1-6,
720575940629863211,C3,
720575940629863223,T1,
720575940629863424,Li22,Li2
720575940629863680,T5d,
720575940629863723,R7,
720575940629863737,KCab,KCab-s
720575940629864011,LTe38a,PLP152
720575940629864208,Dm3q,Dm3
720575940629864259,PFNm,PFNp
720575940629864443,Dm2,
720575940629864515,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940629864747,LC28a,LC28b
720575940629864844,AN_AVLP_28,
720575940629865015,Tm9,
720575940629865319,CB0176,
720575940629865475,L4,
720575940629865925,PFNa,
720575940629866283,DNpe017,hb-1406000196
720575940629866434,Mi1,
720575940629866563,Tm2,
720575940629867515,Tm3,
720575940629867564,Mi15,
720575940629867599,L1,
720575940629868187,R1-6,
720575940629868226,Mi9,Mi4
720575940629868391,Tm5e,CB3864
720575940629868503,LC27,
720575940629868587,Tm1,
720575940629868843,LMa5,CB3818
720575940629869059,L3,
720575940629869143,LLPC3,
720575940629869253,T4c,
720575940629869584,Dm8b,Dm8
720575940629869765,Tm9,
720575940629869942,Y12,
720575940629870096,L1,
720575940629870352,R8,R7
720575940629870379,R1-6,
720575940629870458,Tm21,Tm6
720575940629870843,LAL158,
720575940629871063,L3,
720575940629871146,KCapbp-ap2,KCab-ap2
720575940629871207,T5c,
720575940629871226,T4a,
720575940629871319,L1,
720575940629871354,R1-6,
720575940629871813,T2a,
720575940629871867,LLPC2,"LLPC2a, LLPC2b, LLPC2c, LLPC2d"
720575940629871888,L4,
720575940629872172,T4b,
720575940629872683,R1-6,
720575940629872899,L5,
720575940629872971,l_NSC_ITP,ITP
720575940629873018,L2,
720575940629873231,Dm2,
720575940629873278,Mi4,
720575940629873402,T4a,
720575940629873423,CB3022,
720575940629873451,R1-6,
720575940629873465,SLP114,SLP115
720575940629873707,Mi4,
720575940629873743,Tm7,CB3851
720575940629873790,Tm2,
720575940629874492,T4d,
720575940629874704,L1,
720575940629874732,C2,
720575940629874806,M_lvPNm28,
720575940629874937,CB0126,
720575940629875247,TuBu02,
720575940629875415,T5c,
720575940629875499,LMa5,CB3818
720575940629875560,CB1087,
720575940629875728,Mi1,
720575940629875906,T4a,
720575940629875971,L2,
720575940629875984,L1,
720575940629876267,Mi2,
720575940629876327,TmY5a,
720575940629876473,AN_GNG_167,
720575940629876496,LMa5,CB3818
720575940629877248,T5a,
720575940629877266,Mi2,
720575940629877356,VES023,
720575940629877463,Dm3v,Dm3
720575940629877583,R1-6,
720575940629878059,LMa1,CB3820
720575940629878479,CB1199,
720575940629878519,KCab,KCab-s
720575940629878531,R1-6,
720575940629878583,L5,
720575940629878787,R1-6,
720575940629878892,CB3227,
720575940629878981,Tm5e,CB3864
720575940629879040,Dm10,
720575940629879799,Mi2,
720575940629880067,Dm8b,Dm8
720575940629880082,CB1456,
720575940629880108,T4b,
720575940629880423,Tm5f,Tm5Y
720575940629880442,L2,
720575940629880475,R1-6,
720575940629880702,Tm36,
720575940629880832,T5d,
720575940629880887,Y12,
720575940629881026,T3,
720575940629881644,Dm3p,Dm3
720575940629881660,TmY31,TmYem1
720575940629881679,R8,
720575940629881964,Pm10,Mt4
720575940629882128,Tm2,
720575940629882667,Lai,Am
720575940629882750,T2,
720575940629882883,L5,
720575940629883077,Tm9,
720575940629883351,LHAV1a3,
720575940629883971,CB0359,
720575940629884119,LB3,
720575940629884163,R1-6,
720575940629884263,R1-6,
720575940629884571,Tm16,
720575940629884688,Pm08,Pm2
720575940629884715,CB1513,
720575940629884798,L5,
720575940629884971,Tm8b,
720575940629885187,R1-6,
720575940629885456,Dm1,
720575940629885696,T4d,
720575940629885799,R1-6,
720575940629885955,R1-6,
720575940629886012,Tm9,
720575940629886268,T4c,
720575940629886423,Tm4,
720575940629886467,R1-6,
720575940629886524,T5a,
720575940629886799,Dm20,
720575940629886967,Pm01,Pm1
720575940629886971,CB2338,
720575940629886992,T4b,
720575940629887173,T4c,
720575940629887276,C2,
720575940629888000,KCapbp-ap1,KCab-ap1
720575940629888043,L1,
720575940629888316,CL272_b,
720575940629888515,R1-6,
720575940629888530,CB0192,
720575940629888599,ORN_DL4,
720575940629888759,Mi4,
720575940629889080,PFNm,PFNp
720575940629889111,LPC1,
720575940629889383,TmY15,
720575940629889530,C2,
720575940629889580,Sm02,
720575940629890051,Tm20,
720575940629890064,Lawf1,
720575940629890364,T4a,
720575940629891155,Mi9,
720575940629891535,CB1738,
720575940629892140,Dm8b,Dm8
720575940629892311,LHPV4h1,
720575940629892663,Tm9,
720575940629892668,Tm21,Tm6
720575940629893019,R1-6,
720575940629893162,KCapbp-ap2,KCab-ap2
720575940629893367,Tm9,
720575940629894014,Mi9,
720575940629894160,Tm1,
720575940629894391,KCg-m,
720575940629894416,R7,
720575940629894443,R1-6,
720575940629894479,LMa3,CB3824
720575940629894555,R7,R8
720575940629894716,CB3623,"VP2+Z_lvPN, Z_lvPNm1"
720575940629894760,LC6,
720575940629894850,Mi2,
720575940629894915,T1,
720575940629894955,CB2354,
720575940629895038,Dm18,
720575940629895484,KCapbp-ap2,KCab-ap2
720575940629895491,CB0382,
720575940629895618,TmY4,
720575940629895683,Tm5f,Tm5Y
720575940629895806,Sm07,Dm21
720575940629896183,Tm27,TmY18
720575940629896764,SMP003,SMP005
720575940629897003,TmY3,
720575940629897015,Tm20,
720575940629897260,CRE075,
720575940629898204,Tm5f,Tm5Y
720575940629899011,L4,
720575940629899307,L3,
720575940629899324,Tm1,
720575940629899511,KCg-m,
720575940629899523,L5,
720575940629899628,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940629899820,KCapbp-ap1,KCab-ap1
720575940629900032,CB1395,
720575940629900226,CB0504,
720575940629900252,Tm9,
720575940629900443,MLt3,CB3836
720575940629900631,CB1124,
720575940629900816,LMa1,CB3820
720575940629900843,Dm2,Mi15
720575940629900918,Dm3p,Dm3
720575940629900926,Tm3,
720575940629901047,AN_AVLP_9,
720575940629901074,C3,
720575940629901253,Tm37,
720575940629901307,CB2814,
720575940629901328,LC13,
720575940629901368,PS038a,PS038
720575940629901686,BM_InOm,
720575940629901819,LHAD1b2_a,LHAD1b2_c
720575940629902018,T3,
720575940629902096,L4,
720575940629902206,EL,
720575940629902586,Tm27,TmY18
720575940629902608,L2,
720575940629903120,Tm16,
720575940629903691,BM_InOm,
720575940629903738,TmY10,CB3816
720575940629903903,BM_InOm,
720575940629903951,Tm3,
720575940629904399,T4d,
720575940629904634,Tm2,
720575940629904748,ORN_DL3,
720575940629904939,Tm9,
720575940629904940,TmY5a,
720575940629905051,R1-6,
720575940629905255,T4b,
720575940629905487,T1,
720575940629905975,Tm9,
720575940629906060,ORN_VM6v,ORN_VC5
720575940629906223,BM_InOc,
720575940629906302,T3,
720575940629906425,CB3383,"M_lvPNm38, VC5_lvPN"
720575940629906748,Tm4,
720575940629906769,AVLP165,
720575940629906959,Sm07,Dm21
720575940629906987,Sm10,
720575940629907052,4D4,"CB.FB3, FB4Q_b"
720575940629907326,L5,
720575940629907447,Tm9,
720575940629907459,Lawf1,
720575940629907578,L5,
720575940629907906,Tm5f,Tm5Y
720575940629907963,Tlp5,
720575940629907984,Tm16,
720575940629908072,LAL096,LAL097
720575940629908219,T2,
720575940629908350,ORN_VL2a,
720575940629908418,T4b,
720575940629908540,SMP447,
720575940629908555,CB2302,
720575940629909199,CB.FB6D2,FB6V
720575940629909370,L2,
720575940629909607,T5d,
720575940629909804,KCg-m,
720575940629909815,KCg-m,
720575940629909886,Mi4,
720575940629910011,LLPC1,
720575940629910543,SLP141,SLP142
720575940629910636,LAL115,
720575940629910777,LC10e,LC10
720575940629910844,Tm21,Tm6
720575940629911084,KCg-m,
720575940629911503,ATL015,
720575940629911568,Dm16,CB3849
720575940629911595,PLP017,
720575940629912121,s-CPDN3A,"SMP229, DN3A"
720575940629912336,Tm37,
720575940629912428,CB3202,
720575940629912567,Tm2,
720575940629913169,CB1078,"B1-1, aPN1"
720575940629913538,CB2923,
720575940629913655,T4b,
720575940629913679,R1-6,
720575940629914115,R8,
720575940629914191,R1-6,
720575940629914234,TmY15,
720575940629914490,TmY10,CB3816
720575940629914627,Dm6,
720575940629914679,Tm5e,CB3864
720575940629914732,LHAD1f4a,"LHAD1f4, pSP3"
720575940629914831,SMP319,
720575940629915139,R8,
720575940629915392,Dm2,
720575940629915641,Tm4,
720575940629915770,L3,
720575940629915919,T4c,
720575940629915983,L1,
720575940629916098,Tm3,
720575940629916176,L2,
720575940629916571,L3,
720575940629916715,Mi13,
720575940629916728,KCab,KCab-c
720575940629916972,KCab,KCab-s
720575940629917050,LPi05,
720575940629917228,KCg-m,
720575940629917471,BM_Ant,
720575940629917482,KCab,KCab-s
720575940629917771,LHAV2f2_b,
720575940629917890,Tm27,TmY18
720575940629918007,LHPV4c3,LHPV4c4
720575940629918459,ORN_VL2a,
720575940629918467,R7,
720575940629918661,T4c,T4a
720575940629918762,ORN_DM1,
720575940629918775,PLP241,
720575940629919387,Mi4,Mi9
720575940629919762,L1-3,
720575940629919788,T4d,
720575940629920056,CB1378,
720575940629920335,L5,
720575940629920411,R1-6,
720575940629921067,CB1221,
720575940629921099,CB0231,
720575940629921274,MeTu4a,"MeTu4, MC61, MC64"
720575940629921296,Sm03,
720575940629921359,L1,
720575940629921398,KCg-m,
720575940629921536,LC24,
720575940629921554,Y3,
720575940629921654,KCg-m,
720575940629921730,T4d,
720575940629921835,AN_GNG_164,
720575940629922166,KCg-m,
720575940629922242,TmY3,
720575940629922245,Tm2,
720575940629922934,PFL2,
720575940629923031,TmY4,
720575940629923778,Sm06,
720575940629923883,FC2C,
720575940629924091,l_NSC_ITP,ITP
720575940629924112,Pm02,Pm1
720575940629924624,Tm5e,CB3864
720575940629924823,Tm2,
720575940629924867,LHAV9a1_a,
720575940629924919,T5a,
720575940629924924,T5a,
720575940629925111,CB2107,
720575940629925123,Lai,Am
720575940629925207,CB1159,
720575940629925392,Tm27,TmY18
720575940629925498,Li06,
720575940629925647,Tm20,
720575940629925675,CB1970,
720575940629925754,Tm25,Tm12
720575940629925904,Tm5d,CB3851
720575940629926159,DM5_lPN,
720575940629926615,T5a,
720575940629927996,Y3,
720575940629928058,Tm1,
720575940629928062,LC18,
720575940629928407,L5,
720575940629928439,CL021,
720575940629928463,T3,
720575940629928783,L4,
720575940629928826,Tm4,
720575940629929039,L3,
720575940629929211,LC12,
720575940629929273,CB1342,
720575940629929580,CB3604,
720575940629929854,Tm8a,Tm8
720575940629929925,T4a,
720575940629930110,Tm8b,
720575940629930284,T5a,
720575940629930319,TmY3,
720575940629930362,TmY14,
720575940629930539,T4c,
720575940629930556,Tm16,
720575940629930831,L4,
720575940629931267,Dm15,
720575940629931642,Tm1,
720575940629931819,SMP573,
720575940629932035,SAD011,SAD019
720575940629932547,cLP02,
720575940629932666,Tm3,
720575940629932738,T3,
720575940629932818,T3,
720575940629932879,L1,
720575940629933047,T5b,
720575940629933354,LC11,
720575940629933532,Tm1,
720575940629933559,CB1152,
720575940629933561,T4d,
720575940629933586,T4b,
720575940629933762,T4b,
720575940629934095,T4b,
720575940629934137,Tm5f,Tm5Y
720575940629934379,Dm8b,Dm8
720575940629934530,Tm3,
720575940629935042,Mi4,
720575940629935107,CB2118,
720575940629935119,TmY20,
720575940629935226,Tm2,
720575940629935439,TmY11,
720575940629935703,CB3157,
720575940629935742,Tm2,
720575940629935810,Tm8b,
720575940629936027,L1,
720575940629936079,CB1682,
720575940629936348,CB0720,
720575940629936375,T4a,
720575940629936378,R1-6,
720575940629936444,Mi4,
720575940629936591,CB3570,
720575940629936890,R1-6,
720575940629937018,Tm25,Tm12
720575940629937399,Mi9,
720575940629937487,Mi15,
720575940629937516,L3,
720575940629937530,TmY5a,
720575940629937724,Tm21,Tm6
720575940629938127,CL261b,CL261
720575940629938220,T2a,
720575940629938298,Tm9,
720575940629938487,SAD021_c,WED_pr02
720575940629938731,LC25,
720575940629938895,m_NSC_unknown,"PI, PI1, PI2, PI3"
720575940629939138,Tm3,
720575940629939303,R1-6,
720575940629939394,Tm7,
720575940629939447,T4b,
720575940629939499,CB2862,pSP9
720575940629939516,Tm1,
720575940629939703,Tm2,
720575940629939756,Mi4,
720575940629939772,Pm01,Pm1
720575940629939791,T4d,
720575940629939971,Dm9,
720575940629940012,T2a,
720575940629940227,Lai,Am
720575940629940281,CB1212,
720575940629940431,LC22,
720575940629940674,Sm15,Dm21
720575940629940791,T5a,
720575940629941291,LC17,
720575940629941351,R1-6,
720575940629941356,BM_Ant,
720575940629941507,AN_GNG_199,
720575940629941583,Sm29,
720575940629941820,TmY9q__perp,TmY9
720575940629941900,LC12,
720575940629941975,T4c,
720575940629942019,Tm9,
720575940629942343,CB1013,
720575940629942479,LLPC2,"LLPC2a, LLPC2b, LLPC2c, LLPC2d"
720575940629942492,TmY5a,
720575940629942571,L2,
720575940629942827,T4c,
720575940629942844,KCg-m,
720575940629943056,Tm5d,CB3851
720575940629943119,Mi2,
720575940629943148,SLP345,
720575940629943353,Tm2,
720575940629943623,SA_DMT_DMetaN_12,
720575940629943851,AVLP292,
720575940629944107,WED023,
720575940629944131,Mi15,
720575940629944363,L2,
720575940629944407,CB0960,aDT6b
720575940629944514,Tm5f,Tm5Y
720575940629944594,T4b,
720575940629944655,Mi13,
720575940629945091,Li10,CB3819
720575940629945131,LC14b,LC14
720575940629945214,Tm3,
720575940629945282,Tm9,
720575940629945470,Dm15,
720575940629945538,Tm4,
720575940629946428,KCg-m,
720575940629946471,R1-6,
720575940629946627,Mi15,
720575940629946896,Dm9,
720575940629946951,AN_GNG_38,
720575940629947330,Tm3,
720575940629947383,T5c,
720575940629947439,VL2p_vPN,aDT11
720575940629947459,AVLP454_b,
720575940629947471,Pm02,Pm1
720575940629947500,AOTU051,
720575940629947664,MeTu3a,
720575940629947704,FS2,
720575940629947751,R8,
720575940629947964,CB1079,
720575940629948098,Tm2,
720575940629948163,LC10a,LC10
720575940629948176,Pm08,Pm2
720575940629948431,T2,
720575940629948519,R1-6,
720575940629948869,CB1920,
720575940629948983,C3,
720575940629949263,L2,
720575940629949495,T2,
720575940629949519,L2,
720575940629949566,Tm1,
720575940629949689,CB3637,
720575940629949751,KCg-m,
720575940629950482,T5a,
720575940629950658,Mi4,
720575940629950917,CB2331,
720575940629951183,CB3065,
720575940629951191,Tm8a,Tm8
720575940629951292,KCg-m,
720575940629951311,Lawf2,
720575940629951481,SMP422,
720575940629951504,R8,
720575940629951567,Mi4,
720575940629951852,SMP027,
720575940629951866,Tm25,Tm12
720575940629952300,SLP072,
720575940629952311,CB2192,
720575940629952374,KCg-m,
720575940629952411,Tm3,
720575940629952706,L3,
720575940629952871,LLPC1,
720575940629952975,CB1099,
720575940629953079,C3,
720575940629953751,LC28a,LC28b
720575940629953986,T2a,
720575940629954064,T4b,
720575940629954127,Mi13,
720575940629954203,R1-6,
720575940629954335,CB2143,aIP3b
720575940629954551,Sm06,
720575940629954724,CB2108,"WED-VLP, aIP5"
720575940629954872,CB0877,
720575940629954876,T2a,
720575940629955372,PLP130,
720575940629955446,KCg-m,
720575940629955778,T5c,
720575940629955840,Tm4,
720575940629955884,T4d,
720575940629955915,vDeltaF,"vDeltaG, vDeltaH, vDeltaI"
720575940629955919,Mi14,
720575940629956368,Tm7,CB3851
720575940629956624,T3,
720575940629956652,Dm3p,Dm3
720575940629956695,DNg07,
720575940629956879,Tm5e,
720575940629957391,Tm3,
720575940629957432,CB.FB9D0,FB9B
720575940629957943,AOTU042,aDT10
720575940629958338,TmY3,
720575940629958444,Mi15,
720575940629958479,Pm08,Pm2
720575940629958764,LC10e,LC10
720575940629959212,L4,
720575940629959247,L2,
720575940629959468,Tm5a,
720575940629959503,Y1,
720575940629959698,Dm2,
720575940629959759,Dm17,
720575940629959900,Mi1,
720575940629960015,Mi2,
720575940629960192,PAM10,
720575940629960271,AVLP534,
720575940629960527,Pm06,Pm1
720575940629960783,Mi14,
720575940629960919,Tm27,TmY18
720575940629960955,KCg-m,
720575940629961175,T5b,
720575940629961219,LAL010,
720575940629961295,Mi10,
720575940629961472,LPi07,CB3845
720575940629961719,T2,
720575940629961807,Mi10,
720575940629962044,PLP064_b,
720575940629962063,Mi10,
720575940629962300,T5a,
720575940629962693,Tm4,
720575940629963011,L3,
720575940629963068,SMP568,
720575940629963116,ORN_DA1,
720575940629963390,L5,
720575940629963779,CB1749,aDT6a
720575940629963855,M_ilPN8t91,M_ilPNm90
720575940629964591,LC4,
720575940629964856,FS1A,FS1B
720575940629965211,T2a,
720575940629965250,TmY14,
720575940629965506,CL251,
720575940629965559,Dm2,
720575940629965708,DNge091,
720575940629965788,ORN_D,
720575940629965842,MLt6,
720575940629965932,AN_GNG_51,
720575940629965946,Tm20,
720575940629966135,T2,
720575940629966183,R1-6,
720575940629966380,Tm20,
720575940629966648,TmY3,
720575940629966710,KCg-m,
720575940629966848,L2,
720575940629967212,PS008,
720575940629967351,Sm02,
720575940629967663,BM_FrOr,
720575940629967703,LPLC2,
720575940629967756,KCg-m,
720575940629968128,SLP379,
720575940629968250,Tm3,
720575940629968463,Tm4,
720575940629969111,LAL148,
720575940629969196,Dm3v,Dm3
720575940629969858,Tm5c,
720575940629969936,T4c,
720575940629970279,R7,
720575940629970298,Dm2,
720575940629970489,PLP017,
720575940629970647,T4b,
720575940629970704,TmY15,
720575940629970763,TmY3,
720575940629970882,Sm02,
720575940629971191,KCg-m,
720575940629971500,LPC1,
720575940629971535,Lai,L1-3
720575940629971578,Tm4,
720575940629971650,Dm16,CB3849
720575940629971791,Tm16,
720575940629971834,T4a,
720575940629971852,AN_GNG_188,
720575940629972047,Lawf1,
720575940629972076,L1,
720575940629972418,C3,
720575940629972431,LLPC2,"LLPC2a, LLPC2b, LLPC2c, LLPC2d"
720575940629972983,AN_GNG_175,
720575940629973059,CB2518,
720575940629973292,T4b,
720575940629973698,L3,
720575940629973753,KCapbp-m,KCab-m
720575940629973763,Lai,Am
720575940629974019,R8,
720575940629974058,PLP039,
720575940629974347,LC28a,LC28b
720575940629974427,L1-3,
720575940629974469,Dm2,
720575940629974531,m_NSC_DMS,"PI, PI1, PI2, PI3"
720575940629974603,LMt4,CB3820
720575940629974654,LMa4,CB3824
720575940629974683,L1,
720575940629974735,Tm21,Tm6
720575940629974978,TmY5a,
720575940629975195,Mi1,
720575940629975516,CB0581,
720575940629975799,CB0349,
720575940629975868,Tm4,
720575940629976323,C3,
720575940629976395,Tm2,
720575940629976594,Tm20,
720575940629976888,Tm3,
720575940629976958,Tm2,
720575940629977047,BM_InOm,
720575940629977303,T4d,
720575940629977466,TmY3,
720575940629977499,Sm03,
720575940629977559,ORN_VM7v,
720575940629977603,Lawf1,
720575940629977856,Mi13,
720575940629977959,T5c,
720575940629978368,Mi15,
720575940629978666,KCg-m,
720575940629979087,AVLP136,
720575940629979447,C2,
720575940629979547,TmY10,Tm8
720575940629979897,KCab,KCab-m
720575940629979922,Tm3,
720575940629980007,Lai,L1-3
720575940629980163,L2,
720575940629980790,CB2835,LHAV4e7
720575940629980866,Dm16,CB3849
720575940629980931,LT80,
720575940629980972,CB2493,
720575940629981440,MBON26,
720575940629981455,Tm2,
720575940629981712,Tm5d,CB3851
720575940629981740,Mi13,
720575940629981799,R1-6,
720575940629982031,L4,
720575940629982711,L3,
720575940629982776,PLP188,PLP189
720575940629982976,Tm5c,
720575940629983170,Tm5a,
720575940629983287,Tm1,
720575940629983747,Mi10,
720575940629983884,vDeltaF,"vDeltaG, vDeltaH, vDeltaI"
720575940629983938,Tm1,
720575940629984055,Tm9,
720575940629984103,R1-6,
720575940629984155,Sm30,CB3817
720575940629984194,Tm35,
